Time (Sec);S8;S6;S7;S9;S1;S14;S13;S25;S22;S23;S24;S12;S15;S5;S2;S3;S4;S10;S17;S21;S26;S19;S18;S20;S16;S11;
0.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10333333333333333;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.20333333333333334;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.30333333333333334;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.4033333333333333;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.5033333333333333;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.6033333333333333;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.7033333333333333;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.8033333333333332;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.9033333333333332;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
1.0033333333333332;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9926784;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
1.1033333333333333;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
1.2033333333333334;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
1.3033333333333335;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
1.4033333333333335;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
1.5033333333333336;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
1.6033333333333337;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
1.7033333333333338;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
1.803333333333334;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
1.903333333333334;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
2.003333333333334;99.9999;99.9999;99.9999;99.9999;19160.0;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9925784;99.9774232;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;99.9999;
2.1033333333333335;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
2.2033333333333336;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
2.3033333333333337;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
2.4033333333333338;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
2.503333333333334;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
2.603333333333334;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
2.703333333333334;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
2.803333333333334;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
2.903333333333334;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
3.0033333333333343;99.9998;99.9998;99.9998;99.9998;19160.0;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9773232;99.9773232;99.9924784;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;
3.103333333333334;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.203333333333334;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.303333333333334;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.403333333333334;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.5033333333333343;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.6033333333333344;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.7033333333333345;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.8033333333333346;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.9033333333333347;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
4.003333333333335;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99237839999999;99.9772232;99.9772232;99.9772232;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
